grid_id,grid_row,grid_col,center_x_3003,center_y_3003,center_lon,center_lat,fit_eligible,edge_support,qa_score,qa_reasons,exclusion_reason,assignment_status,building_fraction,avg_height_m,facade_to_site_ratio,uwg_tree_cover_fraction,uwg_grass_cover_fraction,road_fraction,green_pct,tree_canopy_pct,tree_count,tree_density_ha,tree_mean_height_m,building_count,height_valid_footprint_frac,cluster_k4_provisional,cluster_k4_label,distance_to_medoid_k4,distance_ratio_p95_k4,outlier_gt_cluster_p99_k4,cluster_k7_provisional,cluster_k7_label,distance_to_medoid_k7,distance_ratio_p95_k7,outlier_gt_cluster_p99_k7,cluster_k8_provisional,cluster_k8_label,distance_to_medoid_k8,distance_ratio_p95_k8,outlier_gt_cluster_p99_k8,epw_category,epw_category_name,representative_k7_cluster,representative_grid_id,epw_filename,release_version,archived_building_fraction,archived_avg_height_m,archived_facade_to_site_ratio,archived_uwg_tree_cover_fraction,archived_uwg_grass_cover_fraction,canopy_area_delta_m2,canopy_corrected_gt_2p5_m2,archived_k4,archived_k7,archived_k8,c6_out_of_domain,epw_recommendation_available,recommendation_status
5004,59,93,1397350.0,4990550.0,7.695883453261232,45.06078714069764,True,False,0,,,fit_member,0.1161761272430237,13.680997739641922,0.2404009792393786,0.1048265879127904,0.0972113791635768,0.2663512614930458,20.20379670763673,10.482658791279048,728,29.12,16.27323943661972,154,0.9834186086448784,2.0,"moderate-density, taller, mixed-green",0.8291890256987817,0.5021761511764838,False,2.0,"open, mid-rise, green",0.9646508359811834,0.5087936835620551,False,3.0,"moderate-density, mid-rise, mixed-green",0.577004420531981,0.4067012750901578,False,B,Tree-rich mid-rise,2.0,10026.0,torino_urban_epw_B_v0.2.0.epw,0.2.0,0.1161761272430237,13.680997739641922,0.2404009792393786,0.1048265879127886,0.0972113791635786,4.5110937207937235e-10,False,2.0,2.0,3.0,False,True,candidate
5005,59,94,1397450.0,4990550.0,7.697153233052917,45.060801639322506,True,False,0,,,fit_member,0.1476201338679266,12.473400503468357,0.3261688258339451,0.0967709927394315,0.156767784620982,0.2630231176073431,25.35387773604136,9.677099273943155,646,25.84,16.6376582278481,245,0.9880680523594012,2.0,"moderate-density, taller, mixed-green",0.622989094267287,0.37729667890915686,False,2.0,"open, mid-rise, green",0.6327745688928815,0.3337494684736692,False,3.0,"moderate-density, mid-rise, mixed-green",0.4013996382521805,0.2829263327781414,False,B,Tree-rich mid-rise,2.0,10026.0,torino_urban_epw_B_v0.2.0.epw,0.2.0,0.1476201338679266,12.473400503468357,0.3261688258339451,0.0967709927394292,0.1567677846209844,5.820766091346741e-10,False,2.0,2.0,3.0,False,True,candidate
5006,59,95,1397550.0,4990550.0,7.698423013806535,45.0608161238333,True,False,0,,,fit_member,0.1839448326237098,12.373842839728706,0.4529482232625439,0.087840701270625,0.1829035124628703,0.2591693370034706,27.074421373349537,8.784070127062499,608,24.32,16.25548060708263,353,0.9756358816095876,2.0,"moderate-density, taller, mixed-green",0.441529492874117,0.267400525683,False,2.0,"open, mid-rise, green",0.6015490213461236,0.31727992243176134,False,3.0,"moderate-density, mid-rise, mixed-green",0.3859782023988195,0.2720565414869404,False,B,Tree-rich mid-rise,2.0,10026.0,torino_urban_epw_B_v0.2.0.epw,0.2.0,0.1839448326237098,12.373842839728706,0.4529482232625439,0.0878407012706232,0.182903512462872,4.3291947804391384e-10,False,2.0,2.0,3.0,False,True,candidate
5007,59,96,1397650.0,4990550.0,7.699692795521151,45.06083059422999,True,False,0,,,fit_member,0.2278633705662549,12.501342273883491,0.6058090794293932,0.059310977965814,0.2020271824016954,0.2701170967672133,26.13381603675095,5.9310977965814065,443,17.72,14.655737704918034,490,0.97448902210037,2.0,"moderate-density, taller, mixed-green",0.6391325542263132,0.38707353356791646,False,2.0,"open, mid-rise, green",0.8871079492186436,0.4678946043114593,False,3.0,"moderate-density, mid-rise, mixed-green",0.7814414018489853,0.5507985783665371,False,B,Tree-rich mid-rise,2.0,10026.0,torino_urban_epw_B_v0.2.0.epw,0.2.0,0.2278633705662549,12.501342273883491,0.6058090794293932,0.0593109779658131,0.2020271824016963,2.2919266484677792e-10,False,2.0,2.0,3.0,False,True,candidate
5008,59,97,1397750.0,4990550.0,7.700962578195826,45.060845050512576,True,False,0,,,fit_member,0.2727736228323953,12.248938013739233,0.7280199381495599,0.0265369192412802,0.2003620764232241,0.2665672108207107,22.689899566450443,2.65369192412803,244,9.76,13.083700440528634,582,0.9740493729955022,3.0,"dense, taller, low-green",0.9335617650871457,0.5951387979786542,False,3.0,"moderate-density, mid-rise, mixed-green",0.7251791164136274,0.6904058938919116,False,4.0,"moderate-density, mid-rise, mixed-green",0.5835731113915239,0.5239477189326563,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2727736228323953,12.248938013739233,0.7280199381495599,0.0265369192412795,0.2003620764232248,1.782609615474939e-10,False,3.0,3.0,4.0,False,True,candidate
5009,59,98,1397850.0,4990550.0,7.702232361829623,45.06085949268101,True,False,0,,,fit_member,0.2987708628762598,12.267707733774309,0.8323806758078958,0.0065171046661995,0.1896955116907239,0.234811741957864,19.62126163569235,0.6517104666199536,92,3.68,10.170731707317072,660,0.97136085443442,3.0,"dense, taller, low-green",1.0410232163885844,0.6636446873030847,False,3.0,"moderate-density, mid-rise, mixed-green",0.9195956343109809,0.8754999027901424,False,4.0,"moderate-density, mid-rise, mixed-green",0.8351489569088777,0.749819315523298,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2987708628762598,12.267707733774309,0.8323806758078958,0.0065171046661991,0.1896955116907243,1.0027179087046534e-10,False,3.0,3.0,4.0,False,True,candidate
5010,59,99,1397950.0,4990550.0,7.703502146421612,45.06087392073524,True,False,0,,,fit_member,0.2904087826901258,12.266353568427585,0.8464661175369864,0.0074353911990504,0.177071106982645,0.2448460889900345,18.450649818169556,0.7435391199050471,113,4.52,9.66190476190476,650,0.9700017825544262,3.0,"dense, taller, low-green",0.9975226534344624,0.6359133965453764,False,3.0,"moderate-density, mid-rise, mixed-green",0.9088110953538853,0.8652324956208509,False,4.0,"moderate-density, mid-rise, mixed-green",0.8258889891078524,0.7415054660466349,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2904087826901258,12.266353568427585,0.8464661175369864,0.0074353911942388,0.1770711069874567,1.2028990568069275e-06,False,3.0,3.0,4.0,False,True,candidate
5011,59,100,1398050.0,4990550.0,7.704771931970854,45.06088833467529,True,False,0,,,fit_member,0.2700693624677596,12.172929829924849,0.8029846688520157,0.0086895090232435,0.2081401372828086,0.2329329162140651,21.682964630605227,0.8689509023243561,138,5.52,9.0,603,0.972788991389484,3.0,"dense, taller, low-green",1.104554623447423,0.7041454946892572,False,3.0,"moderate-density, mid-rise, mixed-green",0.8487469896659628,0.8080485370102234,False,4.0,"moderate-density, mid-rise, mixed-green",0.7327543367938214,0.6578866568846347,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2700693624677596,12.172929829924849,0.8029846688520157,0.0086895090128164,0.2081401372932358,2.6067673388752155e-06,False,3.0,3.0,4.0,False,True,candidate
5012,59,101,1398150.0,4990550.0,7.706041718476413,45.06090273450107,True,False,0,,,fit_member,0.2416336266327411,12.224487220440112,0.7396165796564015,0.0113646588481813,0.2231353034912643,0.2254311904043996,23.449996233944574,1.1364658848181366,162,6.48,10.0126582278481,532,0.9660657398827976,3.0,"dense, taller, low-green",1.1653235137811888,0.7428852178658572,False,3.0,"moderate-density, mid-rise, mixed-green",0.7478563169665489,0.7119956950380546,False,4.0,"moderate-density, mid-rise, mixed-green",0.6007788742001228,0.5393955180174458,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2416336266327411,12.224487220440112,0.7396165796564015,0.011364658837754,0.2231353035016917,2.6068282750202343e-06,False,3.0,3.0,4.0,False,True,candidate
5013,59,102,1398250.0,4990550.0,7.707311505937354,45.06091712021263,True,False,0,,,fit_member,0.2123788478114799,12.299052855457788,0.6894353674130345,0.0119111513295648,0.2491529766622366,0.2146967329033035,26.106412799180156,1.1911151329564862,180,7.2,9.606145251396647,483,0.9614182081805736,3.0,"dense, taller, low-green",1.3052705639229825,0.8321004388794029,False,3.0,"moderate-density, mid-rise, mixed-green",0.7439803703037808,0.7083056047419912,False,4.0,"moderate-density, mid-rise, mixed-green",0.5681231331519286,0.5100763107094558,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2123788478114799,12.299052855457788,0.6894353674130345,0.0119111513191385,0.249152976672663,2.606585439934861e-06,False,3.0,3.0,4.0,False,True,candidate
5014,59,103,1398350.0,4990550.0,7.708581294352736,45.06093149180987,True,False,0,,,fit_member,0.1835314114273929,12.215101023260312,0.6125734757663752,0.0093448276113867,0.2806063224372782,0.1933485511152792,28.995115004866506,0.9344827611386776,164,6.56,8.220496894409937,416,0.9610280055843148,0.0,"open, low-rise, green",1.3256560446103112,0.7999625835519371,False,3.0,"moderate-density, mid-rise, mixed-green",0.7995164599923976,0.761178671239484,False,4.0,"moderate-density, mid-rise, mixed-green",0.6256922618569081,0.5617634311012618,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1835314114273929,12.215101023260312,0.6125734757663752,0.0093448276009596,0.2806063224477053,2.6067709768540226e-06,False,0.0,3.0,4.0,False,True,candidate
5015,59,104,1398450.0,4990550.0,7.709851083721628,45.06094584929277,True,False,0,,,fit_member,0.1582799286197568,11.85031226952024,0.5391138869812964,0.0087471064625596,0.3378784501729657,0.1541214728815056,34.662555663552546,0.8747106462559663,151,6.04,8.160839160839162,397,0.9472466835727016,0.0,"open, low-rise, green",1.0871876581148678,0.656059655388973,False,3.0,"moderate-density, mid-rise, mixed-green",1.0245943601365866,0.9754638117339726,False,4.0,"moderate-density, mid-rise, mixed-green",0.8614537896518873,0.773436505629506,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1582799286197568,11.85031226952024,0.5391138869812964,0.008747106456944,0.3378784501785814,1.4039096640772186e-06,False,0.0,3.0,4.0,False,True,candidate
5016,59,105,1398550.0,4990550.0,7.711120874043091,45.06096019266134,True,False,0,,,fit_member,0.1209557535737474,11.718624028603932,0.4215968520119164,0.0069061939895357,0.3540674432745187,0.1318973783278786,36.097363726405455,0.6906193989535794,118,4.72,8.372641509433961,330,0.9423246393704308,0.0,"open, low-rise, green",0.8643396791626912,0.521582808467255,False,1.0,"open, low-rise, green",0.9113094911239799,0.762837557332875,False,2.0,"open, low-rise, green",0.9020423163674037,0.8350129489426787,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.1209557535737474,11.718624028603932,0.4215968520119164,0.0069061939895356,0.3540674432745188,2.7057467377744615e-11,False,0.0,1.0,2.0,False,True,candidate
5017,59,106,1398650.0,4990550.0,7.712390665316192,45.06097452191553,True,False,0,,,fit_member,0.0954755302670896,10.69993374166949,0.3098219640777601,0.0019949586616717,0.3770664236009455,0.1030981321457576,37.90613822626172,0.19949586616717274,66,2.64,5.172727272727273,286,0.9434899649053188,0.0,"open, low-rise, green",0.5961632797040775,0.35975268199456784,False,1.0,"open, low-rise, green",0.6308303282598828,0.5280544879519933,False,2.0,"open, low-rise, green",0.6362122938550936,0.5889363436794138,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0954755302670896,10.69993374166949,0.3098219640777601,0.0019949586616715,0.3770664236009456,4.359890226623975e-11,False,0.0,1.0,2.0,False,True,candidate
5018,59,107,1398750.0,4990550.0,7.713660457539992,45.06098883705531,True,False,0,,,fit_member,0.0768506576203783,9.701090950574908,0.2466163134862261,0.0009559810231225,0.4236348579619314,0.0868744891079691,42.459083898505405,0.0955981023122556,39,1.56,4.107142857142857,273,0.936268094015992,0.0,"open, low-rise, green",0.46010701112195873,0.2776499943736756,False,1.0,"open, low-rise, green",0.42185161447417524,0.35312290531014495,False,2.0,"open, low-rise, green",0.49832947500665636,0.4612993835434234,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0768506576203783,9.701090950574908,0.2466163134862261,0.0009559810231216,0.4236348579619324,2.3624124878551806e-10,False,0.0,1.0,2.0,False,True,candidate
5019,59,108,1398850.0,4990550.0,7.71493025071356,45.061003138080686,True,False,0,,,fit_member,0.063636171242108,8.834944035048592,0.2059003749871586,0.0006547333005387,0.4345847305196337,0.0841696316398072,43.52394638201724,0.06547333005387332,22,0.88,4.3076923076923075,264,0.9171557104041738,0.0,"open, low-rise, green",0.374277897531065,0.225856710790582,False,1.0,"open, low-rise, green",0.2950911473648484,0.24701444705543138,False,2.0,"open, low-rise, green",0.40772632561829436,0.37742881385780364,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.063636171242108,8.834944035048592,0.2059003749871586,0.0006547333005385,0.4345847305196339,5.4285465012071654e-11,False,0.0,1.0,2.0,False,True,candidate
5020,59,109,1398950.0,4990550.0,7.716200044835952,45.061017424991554,True,False,0,,,fit_member,0.054855886785609,8.465503390248104,0.1733560081806373,0.0002101487488541,0.4610397977236398,0.0782913267055626,46.1249946472494,0.021014874885417457,8,0.32,4.0,228,0.9340091562843992,0.0,"open, low-rise, green",0.43956937301299065,0.26525662724914795,False,1.0,"open, low-rise, green",0.31100615514893987,0.26033655747038625,False,2.0,"open, low-rise, green",0.4622835425419997,0.4279319684914202,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.054855886785609,8.465503390248104,0.1733560081806373,0.0002101487488543,0.4610397977236397,-4.6107118123472895e-11,False,0.0,1.0,2.0,False,True,candidate
5021,59,110,1399050.0,4990550.0,7.717469839906236,45.06103169778796,True,False,0,,,fit_member,0.0587050684758784,7.5388016427677345,0.1650682020104863,0.0,0.4901546525176465,0.0763377618260821,49.01546525176465,0.0,0,0.0,,239,0.9143419268734974,0.0,"open, low-rise, green",0.5523153051053439,0.33329277243798766,False,1.0,"open, low-rise, green",0.40399553828345225,0.3381759683172242,False,2.0,"open, low-rise, green",0.5649009934708119,0.5229240755780545,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0587050684758784,7.5388016427677345,0.1650682020104863,0.0,0.4901546525176465,0.0,False,0.0,1.0,2.0,False,True,candidate
5022,59,111,1399150.0,4990550.0,7.718739635923477,45.06104595646985,True,False,0,,,fit_member,0.0541687007966331,7.522423819246113,0.1594938864022026,0.0,0.4923283233084194,0.0765567693585077,49.232832330841944,0.0,0,0.0,,226,0.9078127429511896,0.0,"open, low-rise, green",0.5600764091154256,0.33797618397626894,False,1.0,"open, low-rise, green",0.41010982223614295,0.34329410379231673,False,2.0,"open, low-rise, green",0.5719537338550413,0.5294527377477835,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0541687007966331,7.522423819246113,0.1594938864022026,0.0,0.4923283233084194,0.0,False,0.0,1.0,2.0,False,True,candidate
5023,59,112,1399250.0,4990550.0,7.720009432886736,45.0610602010372,True,False,0,,,fit_member,0.0446297825587479,7.296630274493141,0.1279863544032267,0.0,0.4561259297617145,0.0645293651390466,45.612592976171456,0.0,0,0.0,,188,0.8996071342867146,0.0,"open, low-rise, green",0.3775505000773097,0.22783155154846665,False,1.0,"open, low-rise, green",0.22620956062067943,0.18935515360033245,False,2.0,"open, low-rise, green",0.38614134316416043,0.3574477780185036,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0446297825587479,7.296630274493141,0.1279863544032267,0.0,0.4561259297617145,0.0,False,0.0,1.0,2.0,False,True,candidate
5024,59,113,1399350.0,4990550.0,7.7212792307950755,45.06107443148995,True,False,0,,,fit_member,0.0370834572861476,7.266319411336653,0.1024034137085468,0.0,0.4090550994925394,0.0500579970296867,40.90550994925394,0.0,0,0.0,,153,0.9076360447547224,0.0,"open, low-rise, green",0.1584736498037996,0.09563037926570052,False,1.0,"open, low-rise, green",0.07152895514409993,0.059875348552991904,False,2.0,"open, low-rise, green",0.16281446493380006,0.15071597421547475,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0370834572861476,7.266319411336653,0.1024034137085468,0.0,0.4090550994925394,0.0,False,0.0,1.0,2.0,False,True,candidate
5025,59,114,1399450.0,4990550.0,7.722549029647567,45.06108864782811,True,False,0,,,fit_member,0.0299250619514909,6.881564789873092,0.0787628792184601,0.0,0.3342842539323079,0.0438493358881635,33.428425393230796,0.0,0,0.0,,119,0.907388283617865,0.0,"open, low-rise, green",0.25719863629235157,0.15520563302296597,False,1.0,"open, low-rise, green",0.40191990828714647,0.3364385031292386,False,2.0,"open, low-rise, green",0.24394406793494552,0.2258169620730587,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0299250619514909,6.881564789873092,0.0787628792184601,0.0,0.3342842539323079,0.0,False,0.0,1.0,2.0,False,True,candidate
5026,59,115,1399550.0,4990550.0,7.723818829443268,45.061102850051654,True,False,0,,,fit_member,0.0238397300515519,6.875120841779228,0.067335747404555,0.0,0.2753471881715524,0.040573022853085,27.534718817155245,0.0,0,0.0,,106,0.930048982998257,0.0,"open, low-rise, green",0.5368439100887449,0.3239566122937707,False,0.0,"open, low-rise, mixed-green",0.6754530901162881,0.7929669541741436,False,2.0,"open, low-rise, green",0.5275335144999391,0.4883333160938695,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0238397300515519,6.875120841779228,0.067335747404555,0.0,0.2753471881715524,0.0,False,0.0,0.0,2.0,False,True,candidate
5027,59,116,1399650.0,4990550.0,7.725088630181246,45.06111703816053,True,False,0,,,fit_member,0.021595027423049,7.176443004055237,0.0616100263691534,0.0,0.26603906541061,0.0369523650561758,26.603906541061008,0.0,0,0.0,,98,0.93402637099465,0.0,"open, low-rise, green",0.5816394426045857,0.35098832241846656,False,0.0,"open, low-rise, mixed-green",0.6293646758751114,0.7388601775551334,False,2.0,"open, low-rise, green",0.5738467291587123,0.5312050675023546,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.021595027423049,7.176443004055237,0.0616100263691534,0.0,0.26603906541061,0.0,False,0.0,0.0,2.0,False,True,candidate
5028,59,117,1399750.0,4990550.0,7.726358431860563,45.06113121215472,True,False,0,,,fit_member,0.0286450138154586,8.05390239629146,0.0836123484507711,0.0,0.2592099253548134,0.0408473714807529,25.920992535481343,0.0,0,0.0,,109,0.8947845027144059,0.0,"open, low-rise, green",0.611883481293185,0.3692389836097628,False,0.0,"open, low-rise, mixed-green",0.6070546217988062,0.7126686686447185,False,2.0,"open, low-rise, green",0.6114110096836025,0.565978004521889,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0286450138154586,8.05390239629146,0.0836123484507711,0.0,0.2592099253548134,0.0,False,0.0,0.0,2.0,False,True,candidate
5029,59,118,1399850.0,4990550.0,7.727628234480279,45.06114537203421,True,False,0,,,fit_member,0.0290118784338668,8.146525219935421,0.0877121635835362,0.0,0.3536595975439603,0.0459618217164304,35.36595975439603,0.0,0,0.0,,108,0.8913112770762576,0.0,"open, low-rise, green",0.1995763880057229,0.12043368535460008,False,1.0,"open, low-rise, green",0.3229108040738503,0.2703016828149972,False,2.0,"open, low-rise, green",0.20834330670563023,0.19286163827139036,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0290118784338668,8.146525219935421,0.0877121635835362,0.0,0.3536595975439603,0.0,False,0.0,1.0,2.0,False,True,candidate
5030,59,119,1399950.0,4990550.0,7.728898038039465,45.06115951779895,True,False,0,,,fit_member,0.0300651700566623,8.256531606320122,0.0909822825268119,0.0,0.4065822423744427,0.0471438857472648,40.658224237444266,0.0,0,0.0,,116,0.8933708554138031,0.0,"open, low-rise, green",0.20741400655485093,0.12516326932847177,False,1.0,"open, low-rise, green",0.1574794068164116,0.13182262139933992,False,2.0,"open, low-rise, green",0.22225323351484993,0.20573793996344153,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0300651700566623,8.256531606320122,0.0909822825268119,0.0,0.4065822423744427,0.0,False,0.0,1.0,2.0,False,True,candidate
5031,59,120,1400050.0,4990550.0,7.730167842537179,45.061173649448925,True,False,0,,,fit_member,0.0251597161311844,8.302728918435177,0.074516868325766,0.0,0.4187666314239267,0.0463810776255391,41.87666314239267,0.0,0,0.0,,93,0.8921398201160211,0.0,"open, low-rise, green",0.2678601711926946,0.16163929961256365,False,1.0,"open, low-rise, green",0.181437336187088,0.15187728833509112,False,2.0,"open, low-rise, green",0.27667608901729795,0.2561167173649122,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0251597161311844,8.302728918435177,0.074516868325766,0.0,0.4187666314239267,0.0,False,0.0,1.0,2.0,False,True,candidate
5032,59,121,1400150.0,4990550.0,7.731437647972487,45.06118776698409,True,False,0,,,fit_member,0.0248297877855388,7.914323264734186,0.0673773677508007,0.0,0.3979454670676818,0.0434010385233233,39.79454670676819,0.0,0,0.0,,83,0.8700980557656762,0.0,"open, low-rise, green",0.18529833788821884,0.111817645087956,False,1.0,"open, low-rise, green",0.16681220945133907,0.13963490957853691,False,2.0,"open, low-rise, green",0.18678757312854047,0.17290767787038264,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0248297877855388,7.914323264734186,0.0673773677508007,0.0,0.3979454670676818,0.0,False,0.0,1.0,2.0,False,True,candidate
5033,59,122,1400250.0,4990550.0,7.732707454344453,45.061201870404446,True,False,0,,,fit_member,0.0189928938370965,6.81108217384387,0.0474941408603222,0.0,0.3888256571703707,0.0375514512319282,38.882565717037075,0.0,0,0.0,,69,0.8599669760311124,0.0,"open, low-rise, green",0.19906624527765449,0.12012584147881872,False,1.0,"open, low-rise, green",0.21700053592974688,0.18164647727349564,False,2.0,"open, low-rise, green",0.17336213180789561,0.16047986030063294,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0189928938370965,6.81108217384387,0.0474941408603222,0.0,0.3888256571703707,0.0,False,0.0,1.0,2.0,False,True,candidate
5034,59,123,1400350.0,4990550.0,7.733977261652146,45.061215959709955,True,False,0,,,fit_member,0.0200554028792562,6.803822916629907,0.0477494158484821,0.0,0.3057414894187965,0.050791601868696,30.574148941879653,0.0,0,0.0,,76,0.8694016159620658,0.0,"open, low-rise, green",0.41177971071460945,0.24848705105430335,False,1.0,"open, low-rise, green",0.5540483610987816,0.4637819561207419,False,2.0,"open, low-rise, green",0.3966450932668319,0.3671710107195028,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0200554028792562,6.803822916629907,0.0477494158484821,0.0,0.3057414894187965,0.0,False,0.0,1.0,2.0,False,True,candidate
5035,59,124,1400450.0,4990550.0,7.735247069894617,45.06123003490057,True,False,0,,,fit_member,0.0245062605830841,6.8192572695016676,0.0639643532767468,0.0,0.2477017032469852,0.0608924802296593,24.770170324698523,0.0,0,0.0,,102,0.8405732704714104,0.0,"open, low-rise, green",0.6697578242034867,0.4041630569122801,False,0.0,"open, low-rise, mixed-green",0.5404960074631173,0.6345303309035496,False,0.0,"open, low-rise, mixed-green",0.5487019505364101,0.6244170884142592,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0245062605830841,6.8192572695016676,0.0639643532767468,0.0,0.2477017032469852,0.0,False,0.0,0.0,0.0,False,True,candidate
5036,59,125,1400550.0,4990550.0,7.736516879070946,45.0612440959763,True,False,0,,,fit_member,0.0356469566356644,6.642673748732717,0.0912441535568787,0.0003144662218475,0.2529071877553682,0.0709406197987443,25.32216539772158,0.03144662218475708,2,0.08,26.5,145,0.8681617454727955,0.0,"open, low-rise, green",0.636355568291216,0.3840065803928389,False,0.0,"open, low-rise, mixed-green",0.5685982131399956,0.667521697391092,False,0.0,"open, low-rise, mixed-green",0.5720311745970709,0.6509655017171112,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0356469566356644,6.642673748732717,0.0912441535568787,0.0003144662218476,0.2529071877553682,-8.043343768804334e-12,False,0.0,0.0,0.0,False,True,candidate
5037,59,126,1400650.0,4990550.0,7.737786689180184,45.06125814293708,True,False,0,,,fit_member,0.0420938988331609,6.711719085754741,0.1090711719614155,0.0003144662218475,0.2760543163821318,0.0810784380567863,27.63687826039794,0.03144662218475708,2,0.08,26.5,181,0.8848096266449161,0.0,"open, low-rise, green",0.5190479262574161,0.31321768701942243,False,1.0,"open, low-rise, green",0.6770048493391552,0.5667061855522055,False,2.0,"open, low-rise, green",0.5133436921318076,0.47519791744838036,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0420938988331609,6.711719085754741,0.1090711719614155,0.0003144662218476,0.2760543163821318,-8.043343768804334e-12,False,0.0,1.0,2.0,False,True,candidate
5038,59,127,1400750.0,4990550.0,7.739056500221401,45.06127217578291,True,False,0,,,fit_member,0.0397681688734334,6.681789911264258,0.101016050525544,0.0003144662218475,0.253235582627386,0.0846130483744689,25.35500488492336,0.03144662218475708,2,0.08,26.5,169,0.91119944910695,0.0,"open, low-rise, green",0.6316764744911008,0.38118299732222244,False,0.0,"open, low-rise, mixed-green",0.571691601229145,0.6711532664327098,False,0.0,"open, low-rise, mixed-green",0.5769080095954463,0.6565152890057938,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0397681688734334,6.681789911264258,0.101016050525544,0.0003144662218476,0.253235582627386,-8.043343768804334e-12,False,0.0,0.0,0.0,False,True,candidate
5039,59,128,1400850.0,4990550.0,7.740326312193653,45.061286194513755,True,False,0,,,fit_member,0.0396084636304023,6.7616670516198045,0.1028568345252832,0.0003144662218475,0.2466054603394958,0.0770302219152819,24.69199265613435,0.03144662218475708,2,0.08,26.5,163,0.9153439094249216,0.0,"open, low-rise, green",0.6623965455529203,0.3997209186129116,False,0.0,"open, low-rise, mixed-green",0.5386984897555191,0.6324200849626763,False,0.0,"open, low-rise, mixed-green",0.547127029483583,0.6226248447064917,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0396084636304023,6.7616670516198045,0.1028568345252832,0.0003144662218476,0.2466054603394958,-8.043343768804334e-12,False,0.0,0.0,0.0,False,True,candidate
5040,59,129,1400950.0,4990550.0,7.741596125096014,45.06130019912958,True,False,0,,,fit_member,0.0402519025373042,6.583051265315992,0.0988474637073533,0.0003144662218475,0.2853213936320104,0.0796673662008785,28.563585985385803,0.03144662218475708,2,0.08,26.5,154,0.9324656372798532,0.0,"open, low-rise, green",0.47939826961159293,0.2892912380009941,False,1.0,"open, low-rise, green",0.6351446954331209,0.5316659518376715,False,2.0,"open, low-rise, green",0.471079479436841,0.4360742929389615,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0402519025373042,6.583051265315992,0.0988474637073533,0.0003144662218476,0.2853213936320104,-8.043343768804334e-12,False,0.0,1.0,2.0,False,True,candidate
